accident_id,date,time,latitude,longitude,location_name,region,weather,road_surface,light_condition,road_type,junction_type,speed_limit,vehicle_type,number_of_vehicles,number_of_casualties,urban_rural,driver_age,driver_gender,risk_score,severity
ACC-2026-00751,2025-12-21,15:12,28.549649,77.087399,Airport Expressway Tollway,Northern Expressway District,Clear,Dry,Daylight,Highway,Roundabout,100,Bus,3,2,Rural,19,Male,75,Serious
ACC-2026-00752,2026-01-18,21:51,28.467866,77.037511,Expressway Interchange South,Northern Expressway District,Clear,Dry,Darkness: no street lights,Highway,Roundabout,120,Motorcycle,2,1,Rural,28,Female,79,Serious
ACC-2026-00753,2025-02-27,12:58,28.526067,77.397548,Outer Ring Road Junction 14,Capital Metropolitan Corridor,Clear,Dry,Daylight,Dual carriageway,Crossroads,80,Car,1,2,Urban,27,Male,57,Serious
ACC-2026-00754,2025-07-10,07:28,28.704328,77.089887,Grand Trunk Road Corridor B,Northern Expressway District,Other,Dry,Daylight,Single carriageway,Roundabout,60,Car,2,1,Rural,28,Female,33,Minor
ACC-2026-00755,2025-10-31,15:40,28.620448,77.199028,Central Metro Boulevard,Capital Metropolitan Corridor,Clear,Dry,Daylight,Roundabout,Not at junction,50,Car,3,2,Urban,22,Male,45,Serious
ACC-2026-00756,2025-03-03,14:05,28.54156,77.107228,Airport Expressway Tollway,Northern Expressway District,Clear,Dry,Daylight,Highway,Slip road / Merge ramp,100,Motorcycle,2,2,Rural,28,Male,82,Fatal
ACC-2026-00757,2026-05-07,09:48,28.550604,77.114873,Airport Expressway Tollway,Northern Expressway District,Clear,Dry,Daylight,Highway,Not at junction,100,Motorcycle,2,1,Rural,47,Female,70,Minor
ACC-2026-00758,2026-04-21,08:47,28.637588,77.105734,West Urban Junction 8,Northern Expressway District,Clear,Dry,Daylight,T-Junction,Multiple junction,60,Car,2,1,Urban,34,Female,24,Minor
ACC-2026-00759,2025-07-08,17:25,28.545697,77.095019,Airport Expressway Tollway,Northern Expressway District,Clear,Dry,Daylight,Highway,Not at junction,100,Car,4,1,Rural,36,Male,69,Minor
ACC-2026-00760,2025-06-13,07:22,28.522507,77.385698,Outer Ring Road Junction 14,Capital Metropolitan Corridor,Clear,Dry,Daylight,Dual carriageway,Not at junction,80,Car,4,2,Urban,27,Male,62,Minor
ACC-2026-00761,2026-03-16,15:08,28.493457,77.306743,Industrial Sector 18 Corridor,Northern Expressway District,Rain,Icy,Daylight,Single carriageway,T-Junction,60,Car,4,1,Rural,28,Male,75,Minor
ACC-2026-00762,2025-11-17,14:50,28.63055,77.208817,Central Metro Boulevard,Capital Metropolitan Corridor,Clear,Dry,Daylight,Roundabout,Not at junction,50,Van / Light Goods,2,1,Urban,34,Male,19,Minor
ACC-2026-00763,2026-04-27,05:32,28.532024,77.380451,Outer Ring Road Junction 14,Capital Metropolitan Corridor,Clear,Dry,Darkness: street lights present and lit,Dual carriageway,Slip road / Merge ramp,80,Car,4,2,Urban,28,Male,66,Serious
ACC-2026-00764,2025-03-02,08:40,28.608716,77.218745,NH-44 Highway Mile 142,Northern Expressway District,Clear,Dry,Daylight,Highway,Not at junction,100,Motorcycle,2,4,Rural,49,Male,74,Minor
ACC-2026-00765,2025-05-04,07:47,28.460205,77.026724,Expressway Interchange South,Northern Expressway District,Clear,Dry,Daylight,Highway,Crossroads,120,Car,3,1,Rural,24,Male,69,Serious
ACC-2026-00766,2026-04-22,23:28,28.641658,77.122815,West Urban Junction 8,Northern Expressway District,Rain,Wet,Darkness: street lights present and lit,T-Junction,Not at junction,60,Car,2,1,Urban,56,Male,63,Minor
ACC-2026-00767,2026-07-20,08:20,28.641504,77.123867,West Urban Junction 8,Northern Expressway District,Rain,Wet,Daylight,T-Junction,Not at junction,60,Car,3,1,Urban,37,Male,63,Minor
ACC-2026-00768,2025-05-16,07:08,28.692168,77.092401,Grand Trunk Road Corridor B,Northern Expressway District,Rain,Dry,Daylight,Single carriageway,T-Junction,60,Car,2,1,Rural,26,Male,56,Serious
ACC-2026-00769,2026-02-10,15:52,28.544931,77.389455,Outer Ring Road Junction 14,Capital Metropolitan Corridor,Clear,Poor surface,Daylight,Dual carriageway,Not at junction,80,Motorcycle,1,1,Urban,45,Male,73,Serious
ACC-2026-00770,2025-08-13,23:55,28.704118,77.097189,Grand Trunk Road Corridor B,Northern Expressway District,Rain,Wet,Darkness: street lights present and lit,Single carriageway,Crossroads,60,Motorcycle,2,1,Rural,23,Male,79,Fatal
ACC-2026-00771,2026-08-20,09:44,28.537947,77.387044,Outer Ring Road Junction 14,Capital Metropolitan Corridor,Fog,Dry,Daylight,Dual carriageway,Not at junction,80,Truck / Heavy Goods,2,3,Urban,37,Male,78,Fatal
ACC-2026-00772,2025-07-26,00:21,28.454312,77.01941,Expressway Interchange South,Northern Expressway District,Clear,Dry,Darkness: street lights present and lit,Highway,Crossroads,120,Car,2,1,Rural,19,Male,62,Serious
ACC-2026-00773,2026-08-07,00:53,28.4711,77.036136,Expressway Interchange South,Northern Expressway District,Clear,Dry,Darkness: street lights present and lit,Highway,T-Junction,120,Motorcycle,3,1,Rural,27,Male,86,Fatal
ACC-2026-00774,2025-07-31,10:46,28.599937,77.237223,East River Bridge Crossing,Northern Expressway District,Rain,Poor surface,Daylight,Single carriageway,T-Junction,40,Motorcycle,2,2,Urban,19,Female,66,Minor
ACC-2026-00775,2025-02-21,00:59,28.608003,77.205443,NH-44 Highway Mile 142,Northern Expressway District,Clear,Dry,Darkness: street lights present and lit,Highway,Not at junction,100,Bus,1,1,Rural,26,Male,65,Minor
ACC-2026-00776,2025-05-03,09:29,28.44811,77.030701,Expressway Interchange South,Northern Expressway District,Storm,Wet,Daylight,Highway,Slip road / Merge ramp,120,Car,3,1,Rural,30,Female,96,Fatal
ACC-2026-00777,2025-10-04,21:30,28.542443,77.380599,Outer Ring Road Junction 14,Capital Metropolitan Corridor,Clear,Dry,Darkness: street lights present and lit,Dual carriageway,T-Junction,80,Van / Light Goods,3,1,Urban,19,Male,58,Minor
ACC-2026-00778,2026-05-06,19:01,28.642796,77.197142,Central Metro Boulevard,Capital Metropolitan Corridor,Rain,Wet,Darkness: street lights unlit,Roundabout,Not at junction,50,Motorcycle,2,2,Urban,49,Male,87,Fatal
ACC-2026-00779,2025-10-21,09:29,28.557538,77.096098,Airport Expressway Tollway,Northern Expressway District,Fog,Wet,Daylight,Highway,T-Junction,100,Car,2,1,Rural,28,Male,87,Fatal
ACC-2026-00780,2025-06-01,01:43,28.497235,77.313842,Industrial Sector 18 Corridor,Northern Expressway District,Clear,Dry,Darkness: street lights present and lit,Single carriageway,Slip road / Merge ramp,60,Motorcycle,2,1,Rural,46,Male,62,Minor
ACC-2026-00781,2025-05-29,15:40,28.714633,77.104711,Grand Trunk Road Corridor B,Northern Expressway District,Other,Dry,Daylight,Single carriageway,Roundabout,60,Bus,2,2,Rural,37,Female,41,Minor
ACC-2026-00782,2025-09-18,04:47,28.46502,77.035232,Expressway Interchange South,Northern Expressway District,Clear,Dry,Darkness: no street lights,Highway,T-Junction,120,Truck / Heavy Goods,3,1,Rural,29,Male,89,Fatal
ACC-2026-00783,2025-08-20,14:09,28.465986,77.038396,Expressway Interchange South,Northern Expressway District,Storm,Wet,Daylight,Highway,T-Junction,120,Car,3,2,Rural,27,Female,98,Fatal
ACC-2026-00784,2025-07-15,17:18,28.526713,77.40083,Outer Ring Road Junction 14,Capital Metropolitan Corridor,Rain,Dry,Daylight,Dual carriageway,T-Junction,80,Motorcycle,1,3,Urban,35,Male,78,Fatal
ACC-2026-00785,2025-11-08,10:40,28.7528,77.185374,North Ring Junction 2,Capital Metropolitan Corridor,Other,Dry,Daylight,Dual carriageway,T-Junction,80,Truck / Heavy Goods,2,1,Urban,47,Female,51,Minor
ACC-2026-00786,2026-05-18,06:02,28.563971,77.087505,Airport Expressway Tollway,Northern Expressway District,Clear,Dry,Daylight,Highway,Not at junction,100,Car,3,1,Rural,30,Male,71,Serious
ACC-2026-00787,2025-11-14,16:54,28.547697,77.097218,Airport Expressway Tollway,Northern Expressway District,Clear,Dry,Daylight,Highway,Roundabout,100,Car,2,3,Rural,31,Male,70,Minor
ACC-2026-00788,2026-07-03,11:16,28.73853,77.180502,North Ring Junction 2,Capital Metropolitan Corridor,Clear,Dry,Daylight,Dual carriageway,Roundabout,80,Car,1,1,Urban,56,Male,36,Minor
ACC-2026-00789,2025-09-13,18:49,28.626316,77.11048,West Urban Junction 8,Northern Expressway District,Clear,Dry,Daylight,T-Junction,Roundabout,60,Truck / Heavy Goods,1,1,Urban,20,Female,34,Minor
ACC-2026-00790,2026-07-31,20:23,28.625616,77.120755,West Urban Junction 8,Northern Expressway District,Rain,Wet,Darkness: street lights present and lit,T-Junction,T-Junction,60,Car,2,1,Urban,31,Male,73,Serious
ACC-2026-00791,2026-06-04,04:07,28.60376,77.211113,NH-44 Highway Mile 142,Northern Expressway District,Rain,Wet,Darkness: street lights unlit,Highway,T-Junction,100,Truck / Heavy Goods,2,1,Rural,30,Male,98,Fatal
ACC-2026-00792,2025-08-26,19:08,28.625336,77.1068,West Urban Junction 8,Northern Expressway District,Rain,Wet,Darkness: street lights present and lit,T-Junction,T-Junction,60,Car,1,2,Urban,45,Female,80,Serious
ACC-2026-00793,2026-05-05,07:11,28.641591,77.123811,West Urban Junction 8,Northern Expressway District,Fog,Dry,Daylight,T-Junction,Crossroads,60,Truck / Heavy Goods,3,1,Urban,66,Male,59,Serious
ACC-2026-00794,2026-02-28,00:14,28.626092,77.214071,Central Metro Boulevard,Capital Metropolitan Corridor,Clear,Dry,Darkness: street lights present and lit,Roundabout,Not at junction,50,Car,2,1,Urban,27,Female,37,Minor
ACC-2026-00795,2026-06-06,04:15,28.750638,77.179914,North Ring Junction 2,Capital Metropolitan Corridor,Clear,Dry,Darkness: street lights present and lit,Dual carriageway,T-Junction,80,Truck / Heavy Goods,2,2,Urban,28,Male,76,Minor
ACC-2026-00796,2025-12-16,09:58,28.639561,77.205597,Central Metro Boulevard,Capital Metropolitan Corridor,Clear,Dry,Daylight,Roundabout,Roundabout,50,Motorcycle,2,1,Urban,45,Male,37,Minor
ACC-2026-00797,2026-05-17,03:16,28.641925,77.217743,Central Metro Boulevard,Capital Metropolitan Corridor,Clear,Dry,Darkness: street lights unlit,Roundabout,Not at junction,50,Van / Light Goods,1,1,Urban,31,Male,45,Minor
ACC-2026-00798,2026-03-11,12:49,28.761717,77.169178,North Ring Junction 2,Capital Metropolitan Corridor,Rain,Wet,Daylight,Dual carriageway,Crossroads,80,Car,2,1,Urban,34,Female,65,Minor
ACC-2026-00799,2025-10-26,12:38,28.591692,77.244924,East River Bridge Crossing,Northern Expressway District,Clear,Dry,Daylight,Single carriageway,T-Junction,40,Motorcycle,2,1,Urban,35,Male,25,Serious
ACC-2026-00800,2026-07-18,03:04,28.46886,77.019244,Expressway Interchange South,Northern Expressway District,Clear,Poor surface,Darkness: street lights present and lit,Highway,Roundabout,120,Car,2,1,Rural,36,Female,77,Serious
ACC-2026-00801,2026-02-01,08:11,28.53134,77.400039,Outer Ring Road Junction 14,Capital Metropolitan Corridor,Clear,Wet,Daylight,Dual carriageway,Not at junction,80,Truck / Heavy Goods,2,1,Urban,34,Female,59,Minor
ACC-2026-00802,2026-08-04,17:21,28.756587,77.173526,North Ring Junction 2,Capital Metropolitan Corridor,Clear,Dry,Daylight,Dual carriageway,Crossroads,80,Car,2,3,Urban,23,Male,52,Minor
ACC-2026-00803,2025-06-25,01:13,28.503489,77.313634,Industrial Sector 18 Corridor,Northern Expressway District,Clear,Dry,Darkness: street lights unlit,Single carriageway,Not at junction,60,Truck / Heavy Goods,2,1,Rural,27,Male,61,Minor
ACC-2026-00804,2025-10-14,18:42,28.626956,77.217327,Central Metro Boulevard,Capital Metropolitan Corridor,Fog,Wet,Daylight,Roundabout,Not at junction,50,Car,3,1,Urban,48,Male,66,Serious
ACC-2026-00805,2025-10-06,20:27,28.495269,77.285621,Industrial Sector 18 Corridor,Northern Expressway District,Clear,Dry,Darkness: street lights present and lit,Single carriageway,Not at junction,60,Truck / Heavy Goods,1,1,Rural,22,Male,52,Serious
ACC-2026-00806,2025-12-28,08:45,28.640854,77.202883,Central Metro Boulevard,Capital Metropolitan Corridor,Fog,Poor surface,Daylight,Roundabout,Crossroads,50,Car,2,1,Urban,23,Male,55,Serious
ACC-2026-00807,2025-01-21,10:58,28.627684,77.112648,West Urban Junction 8,Northern Expressway District,Clear,Dry,Daylight,T-Junction,Multiple junction,60,Bus,2,1,Urban,34,Male,21,Serious
ACC-2026-00808,2026-01-09,18:05,28.691871,77.108359,Grand Trunk Road Corridor B,Northern Expressway District,Clear,Dry,Daylight,Single carriageway,Slip road / Merge ramp,60,Bus,2,1,Rural,57,Male,39,Minor
ACC-2026-00809,2026-06-18,17:39,28.616078,77.217493,NH-44 Highway Mile 142,Northern Expressway District,Fog,Icy,Daylight,Highway,Crossroads,100,Car,2,1,Rural,20,Male,80,Fatal
ACC-2026-00810,2025-04-14,18:34,28.543872,77.392603,Outer Ring Road Junction 14,Capital Metropolitan Corridor,Clear,Dry,Daylight,Dual carriageway,T-Junction,80,Car,1,2,Urban,26,Male,58,Serious
ACC-2026-00811,2025-02-28,08:03,28.545877,77.088869,Airport Expressway Tollway,Northern Expressway District,Fog,Wet,Daylight,Highway,T-Junction,100,Car,2,1,Rural,31,Male,79,Fatal
ACC-2026-00812,2026-01-22,19:29,28.508965,77.305326,Industrial Sector 18 Corridor,Northern Expressway District,Clear,Dry,Darkness: street lights present and lit,Single carriageway,T-Junction,60,Car,4,3,Rural,38,Male,70,Minor
ACC-2026-00813,2026-06-21,04:32,28.544987,77.085993,Airport Expressway Tollway,Northern Expressway District,Clear,Unknown,Darkness: no street lights,Highway,Not at junction,100,Car,3,1,Rural,26,Male,82,Serious
ACC-2026-00814,2025-05-31,08:41,28.625791,77.195769,Central Metro Boulevard,Capital Metropolitan Corridor,Fog,Poor surface,Daylight,Roundabout,Not at junction,50,Car,2,2,Urban,19,Male,63,Minor
ACC-2026-00815,2025-04-14,07:22,28.568482,77.111511,Airport Expressway Tollway,Northern Expressway District,Fog,Dry,Daylight,Highway,Not at junction,100,Car,3,1,Rural,44,Female,81,Fatal
ACC-2026-00816,2025-11-14,04:00,28.524878,77.397333,Outer Ring Road Junction 14,Capital Metropolitan Corridor,Clear,Dry,Darkness: street lights present and lit,Dual carriageway,T-Junction,80,Truck / Heavy Goods,1,1,Urban,35,Male,61,Serious
ACC-2026-00817,2026-06-14,14:48,28.554202,77.100319,Airport Expressway Tollway,Northern Expressway District,Rain,Wet,Daylight,Highway,Crossroads,100,Car,2,6,Rural,31,Female,98,Fatal
ACC-2026-00818,2025-10-01,18:05,28.746517,77.176832,North Ring Junction 2,Capital Metropolitan Corridor,Clear,Dry,Daylight,Dual carriageway,Slip road / Merge ramp,80,Car,1,1,Urban,23,Female,38,Serious
ACC-2026-00819,2025-08-04,17:10,28.606865,77.20848,NH-44 Highway Mile 142,Northern Expressway District,Clear,Dry,Daylight,Highway,Multiple junction,100,Car,3,1,Rural,48,Male,67,Minor
ACC-2026-00820,2025-09-22,15:56,28.605146,77.235296,East River Bridge Crossing,Northern Expressway District,Clear,Dry,Daylight,Single carriageway,Crossroads,40,Motorcycle,2,1,Urban,26,Female,35,Minor
ACC-2026-00821,2025-12-03,05:31,28.626539,77.122751,West Urban Junction 8,Northern Expressway District,Rain,Wet,Darkness: no street lights,T-Junction,T-Junction,60,Van / Light Goods,3,1,Urban,19,Male,98,Fatal
ACC-2026-00822,2026-01-07,10:26,28.744936,77.167434,North Ring Junction 2,Capital Metropolitan Corridor,Clear,Dry,Daylight,Dual carriageway,Slip road / Merge ramp,80,Bus,1,1,Urban,45,Male,43,Minor
ACC-2026-00823,2025-02-01,09:07,28.62097,77.217873,Central Metro Boulevard,Capital Metropolitan Corridor,Clear,Poor surface,Daylight,Roundabout,T-Junction,50,Car,2,2,Urban,20,Male,52,Serious
ACC-2026-00824,2025-03-26,17:50,28.603401,77.206856,NH-44 Highway Mile 142,Northern Expressway District,Fog,Poor surface,Daylight,Highway,Roundabout,100,Car,2,1,Rural,21,Male,89,Fatal
ACC-2026-00825,2026-01-01,11:02,28.715886,77.097404,Grand Trunk Road Corridor B,Northern Expressway District,Clear,Dry,Daylight,Single carriageway,Multiple junction,60,Car,2,2,Rural,29,Male,41,Minor
ACC-2026-00826,2025-10-26,15:04,28.743533,77.166948,North Ring Junction 2,Capital Metropolitan Corridor,Rain,Wet,Daylight,Dual carriageway,Crossroads,80,Motorcycle,2,1,Urban,21,Male,77,Minor
ACC-2026-00827,2026-04-09,09:18,28.637539,77.132915,West Urban Junction 8,Northern Expressway District,Rain,Wet,Daylight,T-Junction,Crossroads,60,Truck / Heavy Goods,1,1,Urban,19,Male,66,Serious
ACC-2026-00828,2026-04-05,17:18,28.606832,77.242878,East River Bridge Crossing,Northern Expressway District,Rain,Wet,Daylight,Single carriageway,Not at junction,40,Motorcycle,2,3,Urban,57,Male,81,Serious
ACC-2026-00829,2026-01-08,18:22,28.521967,77.401234,Outer Ring Road Junction 14,Capital Metropolitan Corridor,Rain,Wet,Daylight,Dual carriageway,Roundabout,80,Truck / Heavy Goods,2,4,Urban,28,Female,97,Fatal
ACC-2026-00830,2025-11-19,04:00,28.717729,77.099974,Grand Trunk Road Corridor B,Northern Expressway District,Clear,Unknown,Darkness: street lights present and lit,Single carriageway,Slip road / Merge ramp,60,Van / Light Goods,1,1,Rural,36,Female,37,Minor
ACC-2026-00831,2026-01-05,15:23,28.586282,77.239984,East River Bridge Crossing,Northern Expressway District,Fog,Wet,Daylight,Single carriageway,Not at junction,40,Truck / Heavy Goods,2,1,Urban,37,Male,60,Serious
ACC-2026-00832,2025-02-10,09:34,28.542535,77.094878,Airport Expressway Tollway,Northern Expressway District,Clear,Dry,Daylight,Highway,Roundabout,100,Bus,2,2,Rural,34,Female,68,Minor
ACC-2026-00833,2025-08-17,09:57,28.623402,77.214053,NH-44 Highway Mile 142,Northern Expressway District,Clear,Dry,Daylight,Highway,Not at junction,100,Truck / Heavy Goods,1,1,Rural,19,Male,58,Minor
ACC-2026-00834,2025-10-08,15:26,28.613953,77.222578,NH-44 Highway Mile 142,Northern Expressway District,Rain,Wet,Daylight,Highway,Not at junction,100,Bicycle,2,1,Rural,35,Male,81,Serious
ACC-2026-00835,2026-02-03,13:11,28.504683,77.285426,Industrial Sector 18 Corridor,Northern Expressway District,Clear,Dry,Daylight,Single carriageway,Not at junction,60,Van / Light Goods,2,1,Rural,21,Female,34,Minor
ACC-2026-00836,2026-03-13,18:23,28.543453,77.384663,Outer Ring Road Junction 14,Capital Metropolitan Corridor,Other,Dry,Daylight,Dual carriageway,Crossroads,80,Car,1,1,Urban,56,Female,38,Serious
ACC-2026-00837,2025-04-27,00:07,28.50798,77.308386,Industrial Sector 18 Corridor,Northern Expressway District,Clear,Dry,Darkness: street lights present and lit,Single carriageway,Not at junction,60,Car,1,2,Rural,28,Male,48,Serious
ACC-2026-00838,2025-03-30,04:09,28.59101,77.249957,East River Bridge Crossing,Northern Expressway District,Clear,Dry,Darkness: street lights unlit,Single carriageway,Crossroads,40,Truck / Heavy Goods,1,2,Urban,47,Male,60,Serious
ACC-2026-00839,2026-05-11,22:47,28.469535,77.039614,Expressway Interchange South,Northern Expressway District,Rain,Wet,Darkness: street lights present and lit,Highway,Not at junction,120,Car,2,2,Rural,33,Male,98,Fatal
ACC-2026-00840,2025-12-13,07:20,28.543757,77.110191,Airport Expressway Tollway,Northern Expressway District,Clear,Dry,Daylight,Highway,Not at junction,100,Bicycle,1,1,Rural,30,Female,47,Minor
ACC-2026-00841,2025-11-21,21:52,28.633804,77.13076,West Urban Junction 8,Northern Expressway District,Clear,Dry,Darkness: street lights unlit,T-Junction,Not at junction,60,Car,2,1,Urban,26,Male,56,Serious
ACC-2026-00842,2026-05-26,09:26,28.599684,77.202555,NH-44 Highway Mile 142,Northern Expressway District,Clear,Dry,Daylight,Highway,Not at junction,100,Car,2,1,Rural,68,Male,56,Minor
ACC-2026-00843,2025-07-07,15:51,28.527446,77.384295,Outer Ring Road Junction 14,Capital Metropolitan Corridor,Fog,Wet,Daylight,Dual carriageway,T-Junction,80,Motorcycle,3,2,Urban,35,Male,98,Fatal
ACC-2026-00844,2025-04-13,03:19,28.627789,77.114998,West Urban Junction 8,Northern Expressway District,Rain,Wet,Darkness: street lights present and lit,T-Junction,Slip road / Merge ramp,60,Car,1,2,Urban,26,Female,82,Fatal
ACC-2026-00845,2026-07-29,04:05,28.591251,77.244955,East River Bridge Crossing,Northern Expressway District,Clear,Wet,Darkness: street lights present and lit,Single carriageway,Not at junction,40,Car,1,2,Urban,48,Female,59,Minor
ACC-2026-00846,2025-01-06,13:36,28.45928,77.018737,Expressway Interchange South,Northern Expressway District,Clear,Dry,Daylight,Highway,T-Junction,120,Car,3,1,Rural,30,Female,65,Serious
ACC-2026-00847,2025-05-08,13:41,28.74993,77.194334,North Ring Junction 2,Capital Metropolitan Corridor,Clear,Dry,Daylight,Dual carriageway,Not at junction,80,Motorcycle,1,1,Urban,34,Male,41,Minor
ACC-2026-00848,2025-09-13,22:43,28.628989,77.111544,West Urban Junction 8,Northern Expressway District,Storm,Wet,Darkness: street lights present and lit,T-Junction,Crossroads,60,Car,3,1,Urban,24,Male,75,Minor
ACC-2026-00849,2025-11-29,06:42,28.505409,77.298302,Industrial Sector 18 Corridor,Northern Expressway District,Clear,Dry,Daylight,Single carriageway,Not at junction,60,Bus,2,2,Rural,28,Male,51,Serious
ACC-2026-00850,2025-01-04,08:03,28.62135,77.209728,NH-44 Highway Mile 142,Northern Expressway District,Clear,Dry,Daylight,Highway,Not at junction,100,Truck / Heavy Goods,2,1,Rural,44,Male,70,Serious
ACC-2026-00851,2025-08-18,09:53,28.570105,77.092989,Airport Expressway Tollway,Northern Expressway District,Clear,Dry,Daylight,Highway,Not at junction,100,Car,2,1,Rural,38,Female,50,Serious
ACC-2026-00852,2026-01-15,16:06,28.63976,77.206994,Central Metro Boulevard,Capital Metropolitan Corridor,Clear,Dry,Daylight,Roundabout,Not at junction,50,Bus,4,1,Urban,31,Male,38,Serious
ACC-2026-00853,2026-05-24,03:09,28.608721,77.214689,NH-44 Highway Mile 142,Northern Expressway District,Clear,Dry,Darkness: street lights present and lit,Highway,Not at junction,100,Truck / Heavy Goods,1,1,Rural,48,Male,72,Minor
ACC-2026-00854,2026-08-02,11:24,28.559939,77.111608,Airport Expressway Tollway,Northern Expressway District,Clear,Wet,Daylight,Highway,T-Junction,100,Motorcycle,2,1,Rural,38,Male,76,Serious
ACC-2026-00855,2025-05-21,17:13,28.553571,77.114779,Airport Expressway Tollway,Northern Expressway District,Clear,Dry,Daylight,Highway,Multiple junction,100,Truck / Heavy Goods,2,1,Rural,21,Male,56,Minor
ACC-2026-00856,2026-02-23,19:41,28.761694,77.191793,North Ring Junction 2,Capital Metropolitan Corridor,Clear,Poor surface,Darkness: street lights present and lit,Dual carriageway,Not at junction,80,Truck / Heavy Goods,2,1,Urban,29,Female,76,Serious
ACC-2026-00857,2025-01-07,06:52,28.468372,77.038224,Expressway Interchange South,Northern Expressway District,Clear,Dry,Daylight,Highway,Not at junction,120,Motorcycle,2,1,Rural,37,Female,61,Serious
ACC-2026-00858,2025-04-10,03:42,28.619676,77.216169,Central Metro Boulevard,Capital Metropolitan Corridor,Clear,Dry,Darkness: street lights present and lit,Roundabout,Roundabout,50,Car,1,1,Urban,33,Male,25,Minor
ACC-2026-00859,2025-07-29,09:53,28.629618,77.106898,West Urban Junction 8,Northern Expressway District,Fog,Wet,Daylight,T-Junction,Not at junction,60,Motorcycle,2,1,Urban,20,Female,68,Serious
ACC-2026-00860,2026-03-02,18:44,28.697084,77.103108,Grand Trunk Road Corridor B,Northern Expressway District,Clear,Dry,Daylight,Single carriageway,Slip road / Merge ramp,60,Bus,3,2,Rural,45,Female,54,Minor
ACC-2026-00861,2026-03-12,20:17,28.594007,77.231924,East River Bridge Crossing,Northern Expressway District,Rain,Wet,Darkness: street lights present and lit,Single carriageway,T-Junction,40,Bus,2,1,Urban,24,Female,58,Minor
ACC-2026-00862,2025-08-24,02:54,28.537302,77.387838,Outer Ring Road Junction 14,Capital Metropolitan Corridor,Rain,Wet,Darkness: no street lights,Dual carriageway,Not at junction,80,Truck / Heavy Goods,1,2,Urban,23,Male,98,Fatal
ACC-2026-00863,2025-09-05,11:21,28.501127,77.29279,Industrial Sector 18 Corridor,Northern Expressway District,Clear,Dry,Daylight,Single carriageway,Not at junction,60,Car,2,2,Rural,31,Female,40,Minor
ACC-2026-00864,2026-03-29,21:05,28.600027,77.24594,East River Bridge Crossing,Northern Expressway District,Other,Dry,Darkness: street lights present and lit,Single carriageway,Not at junction,40,Car,1,1,Urban,21,Female,27,Minor
ACC-2026-00865,2026-08-23,18:30,28.533669,77.402829,Outer Ring Road Junction 14,Capital Metropolitan Corridor,Rain,Dry,Daylight,Dual carriageway,Crossroads,80,Car,4,1,Urban,26,Male,70,Minor
ACC-2026-00866,2025-10-27,17:34,28.70711,77.104792,Grand Trunk Road Corridor B,Northern Expressway District,Clear,Dry,Daylight,Single carriageway,Slip road / Merge ramp,60,Truck / Heavy Goods,1,1,Rural,46,Male,48,Minor
ACC-2026-00867,2026-06-04,07:02,28.736466,77.184861,North Ring Junction 2,Capital Metropolitan Corridor,Fog,Dry,Daylight,Dual carriageway,Crossroads,80,Car,1,2,Urban,26,Male,63,Serious
ACC-2026-00868,2025-10-03,09:23,28.609886,77.218647,NH-44 Highway Mile 142,Northern Expressway District,Rain,Wet,Daylight,Highway,Not at junction,100,Car,2,1,Rural,30,Male,92,Fatal
ACC-2026-00869,2025-12-30,22:49,28.758358,77.193593,North Ring Junction 2,Capital Metropolitan Corridor,Fog,Wet,Darkness: street lights present and lit,Dual carriageway,Not at junction,80,Bus,3,3,Urban,37,Male,98,Fatal
ACC-2026-00870,2025-01-06,19:54,28.705524,77.101709,Grand Trunk Road Corridor B,Northern Expressway District,Fog,Dry,Darkness: street lights present and lit,Single carriageway,Crossroads,60,Car,1,1,Rural,34,Male,62,Serious
ACC-2026-00871,2025-10-30,02:36,28.626129,77.196258,Central Metro Boulevard,Capital Metropolitan Corridor,Clear,Dry,Darkness: street lights present and lit,Roundabout,T-Junction,50,Car,2,1,Urban,44,Male,36,Minor
ACC-2026-00872,2026-02-04,10:10,28.614584,77.23671,East River Bridge Crossing,Northern Expressway District,Clear,Wet,Daylight,Single carriageway,Not at junction,40,Car,2,2,Urban,27,Male,42,Minor
ACC-2026-00873,2025-11-12,09:55,28.629289,77.220299,Central Metro Boulevard,Capital Metropolitan Corridor,Clear,Poor surface,Daylight,Roundabout,Not at junction,50,Car,1,1,Urban,35,Male,40,Minor
ACC-2026-00874,2025-05-18,07:43,28.587326,77.246105,East River Bridge Crossing,Northern Expressway District,Clear,Wet,Daylight,Single carriageway,Not at junction,40,Truck / Heavy Goods,3,1,Urban,46,Male,60,Minor
ACC-2026-00875,2025-05-06,08:51,28.713278,77.090202,Grand Trunk Road Corridor B,Northern Expressway District,Rain,Wet,Daylight,Single carriageway,T-Junction,60,Car,3,1,Rural,26,Female,74,Serious
ACC-2026-00876,2025-05-18,09:14,28.625371,77.219644,NH-44 Highway Mile 142,Northern Expressway District,Rain,Poor surface,Daylight,Highway,Slip road / Merge ramp,100,Truck / Heavy Goods,2,1,Rural,29,Male,98,Fatal
ACC-2026-00877,2026-02-21,02:57,28.59922,77.199545,NH-44 Highway Mile 142,Northern Expressway District,Fog,Unknown,Darkness: street lights present and lit,Highway,Not at junction,100,Car,2,1,Rural,57,Male,82,Fatal
